customer_id,base_propensity_score,purchased_same_period_1yr_ago,purchased_same_period_2yr_ago,purchased_month_minus_1,purchased_month_minus_2,purchased_month_minus_3,birthday_occasion_flag,anniversary_occasion_flag,total_orders_lifetime,lifetime_value,days_since_last_order,purchased_in_campaign
a89feb6c-5e68-40e7-9183-721f117357a8,7.1733,1,0,0,0,0,0,0,2,115.24,361,0
776c4aae-3699-4cbb-b8fb-55a20212eab5,2.1428,0,0,0,0,0,0,0,3,167.34,307,0
6061ec29-071b-4a8b-b258-0c1e14262a27,4.1107,1,1,1,0,0,0,0,3,324.21,68,0
4f466897-b499-46b0-98cd-bc2457f6b4c3,3.4463,1,0,0,0,0,0,0,3,342.41,534,0
907bbd6f-f662-4040-8b33-078864740408,0.8116,0,0,0,1,0,0,0,4,392.6,115,0
d3c19134-9cce-4286-89f3-a4d83bcb8a88,9.0525,0,0,1,0,0,1,0,5,269.42,126,0
249e5545-c5e2-4c8d-8b21-0e3ffafdc614,2.1947,0,0,0,0,0,0,0,4,188.36,376,0
38419050-a613-4a9d-b0d3-b77c047ea604,1.0927,1,0,0,1,0,0,0,5,534.5,185,0
8010275c-cf87-4f9e-be6a-55f4ecff2660,4.757,0,0,0,0,1,0,0,4,275.93,162,0
eea727eb-ad4f-48a0-96c6-a4680906370d,2.9881,0,0,0,0,0,0,0,1,104.36,331,0
fb8055ed-92a3-4568-82d0-0ce72d132057,3.8548,1,0,0,0,0,0,0,8,657.74,346,0
76d226f3-c06f-4963-a108-193ba2fb910b,3.2155,1,0,0,0,0,0,0,5,368.34,1,0
1fadff6e-694e-4fdf-a73f-8d46da1b6fd1,0.3128,0,0,0,0,0,0,0,2,175.54,574,0
59a279e6-4617-4215-bdd0-b4820fb695d0,1.4362,0,0,0,0,0,0,0,5,396.67,162,0
3cfd9343-5087-44bb-b7e0-9c9938ba4d83,1.3871,1,0,0,1,0,0,0,4,428.8,198,1
8fe58988-19bc-49cc-8f9d-c7427aad154b,5.6714,0,0,0,0,0,0,0,1,60.0,592,0
1bd0154a-08f4-4db6-b3a1-4705c88d6bca,3.0717,0,1,0,0,0,0,0,3,124.05,555,0
1cead1cb-eea0-49f2-afd9-ed14d7cc72fb,4.2844,0,0,0,0,0,0,0,4,160.75,138,0
b8538cf5-e284-4053-85f8-568dda25fe4f,2.3012,0,0,0,0,0,1,0,1,106.99,42,0
06b0be6b-d3a9-4904-81e3-5d9324da7e79,4.4323,0,0,0,0,0,0,0,4,382.02,416,0
8ea8a58b-1bd2-44f5-86f3-a946f082dcc8,2.6551,0,0,0,0,0,0,0,4,168.02,523,0
1f941232-e8cf-4855-9548-21af0b6aeb86,2.5093,0,0,0,0,0,0,0,3,318.82,177,0
301456ab-9ceb-4697-b82a-69900f0b71d8,3.4293,1,0,0,0,0,0,0,5,524.22,77,0
373b6763-5494-49b9-bd05-dae6f4cfee56,3.2152,0,0,0,0,0,0,0,5,370.84,22,0
1c2a249e-93be-4b2b-9ce2-a5462cd6e3f1,10.0,1,1,1,0,1,0,0,2,142.97,603,1
2d8200fb-6b7f-48c4-962d-0c6e11acb393,1.422,1,0,0,0,0,0,0,2,84.24,41,0
d9f5dfdb-f3a6-4f62-ab4d-5953aa9e43c2,0.7224,0,0,0,0,0,0,0,2,228.03,498,0
8286611b-ebad-4ff7-9abe-daca2507e812,3.7948,1,0,0,0,0,0,0,4,276.14,506,0
ba618d9b-f3de-4309-9d8c-c8196d8db718,1.6047,0,0,0,0,0,0,0,4,455.99,712,0
59ced0c3-6580-43df-868e-3fbd0a3c488f,0.2654,1,0,0,0,0,0,0,3,302.6,240,1
8d9ab6b1-74f8-4f8b-9bab-fde0af65748b,1.1465,1,0,0,0,0,0,0,4,377.05,650,0
d6bf13ec-4e96-4088-aeb5-b8d3cbf2cd7a,10.0,1,1,1,1,0,1,0,7,393.44,580,1
c4ed8aea-1ca0-4d27-a60f-aa330a3ff9b8,1.3889,0,0,0,0,0,0,0,6,563.37,587,0
f7d78725-206f-4899-a406-26c9b88059cd,0.4887,0,0,0,0,0,0,0,5,274.84,665,0
1b347fff-ecaa-4515-a503-d2abdf4880e6,10.0,1,0,1,0,1,0,0,3,170.75,688,0
79c00d04-ef22-4226-99d6-775bdaf7b38c,1.1049,1,0,0,1,1,0,0,8,841.78,345,0
0d1ca533-03ba-4c07-aeac-d849774021a9,10.0,1,1,1,1,1,0,0,5,210.76,211,1
0804dbf4-617b-4486-b79e-d13fe82159f6,2.2231,0,0,0,1,0,0,0,4,320.8,200,0
37fc9e3e-5315-4462-827b-0bafa8aa30a8,9.0769,0,1,1,0,0,1,0,4,255.84,389,1
de36907d-7310-4815-b242-0c8727fafc7e,2.4654,0,1,0,0,0,0,0,5,312.75,164,0
503cc563-72bf-4e27-bb8d-62c12172dd40,4.128,0,0,0,0,0,1,0,3,181.48,207,0
579b17c6-32d8-471f-bf8d-7a995d2d1376,2.6996,0,0,0,0,0,0,0,3,252.39,41,0
b0d5b8e6-f959-4abf-bbdf-94ea3ee9692f,2.4799,1,0,0,0,0,0,0,3,202.1,177,0
c1f190ce-5987-434f-ba58-3dfe87585a9a,3.5725,0,0,0,0,0,0,0,4,239.18,53,0
ec594399-bac8-41a7-96a7-7841fd6a2e40,4.2346,0,1,0,1,0,0,0,4,287.32,627,0
19d4a996-fd36-498e-bd64-cbca57eea095,3.3759,1,1,0,0,0,0,0,1,83.84,569,1
7d0dd053-3f46-4241-8491-340aa8f61dc8,3.1252,1,0,1,0,0,0,0,4,372.58,376,0
144e31fe-3e44-498b-a114-a1542757d46d,1.6162,0,0,0,0,0,0,0,3,152.76,564,0
61bd0931-3739-4011-9754-76d34fe2d7c2,2.7796,1,0,0,0,0,1,0,5,232.9,680,0
7026ad0f-c254-4319-acaa-00dee60ed390,8.3425,1,1,1,0,0,0,0,2,220.38,343,0
aa94b120-57a3-4832-9d6a-aaaa6ef37feb,1.5532,0,0,0,0,0,0,0,4,262.51,377,0
a5617ea7-8e9a-4481-81aa-7bd2cb741954,3.6487,1,0,0,0,0,0,1,4,290.75,548,0
b4dee39d-351b-4a20-8581-475f6c2136fb,6.7065,1,0,0,0,0,0,0,7,784.76,420,0
675119e4-8568-4fdf-8e59-3af3c294e3eb,4.2598,1,0,0,0,0,0,0,1,87.49,524,0
f9d85349-4b7d-4181-957f-feff19720b1f,5.7125,1,0,0,0,0,0,0,5,581.21,602,0
d27134bb-f73f-476c-a61a-a71fb00d2a03,1.0887,0,0,0,0,0,0,0,1,109.65,485,0
e66d2ddd-f645-45e0-a4fb-c28e5c4244c8,3.6555,0,1,0,0,0,0,0,6,473.23,146,0
df304c3f-44e0-4d5c-bca7-3d002c95930e,2.371,0,0,1,1,1,0,1,3,306.83,230,0
001c944f-ecb2-4677-989c-22a547a3d662,2.4517,1,1,0,0,1,0,1,1,50.59,402,0
5d5f9060-1e52-4007-a79f-b9c3ee583c4e,7.8831,1,1,0,0,0,1,0,4,297.25,510,0
85f3406e-316f-4afc-837d-455e6e753b0d,2.4826,1,0,0,0,0,0,0,5,380.72,439,0
6cc5e0af-88c3-44f5-9175-ed3d343f170d,3.7417,0,0,0,0,0,0,1,7,354.18,137,0
e00f1ae3-79b3-4890-a0c6-b4702006bfd2,0.4894,1,0,0,0,0,0,0,2,160.81,49,0
1a523c6d-ada3-4622-8633-8dc207359d36,9.0704,0,0,1,0,0,0,0,2,229.44,386,0
729d841c-4335-44b5-9b96-23d28d4940ec,5.4884,1,1,0,1,0,0,0,6,325.71,602,0
3fc64713-4594-4fdf-a15a-cf08cfa28f60,2.8597,0,0,1,0,0,0,0,2,179.27,668,0
a835d369-8fab-40c7-8487-ef4216f834da,2.288,1,0,0,0,0,0,0,3,271.42,59,0
b4a56473-0d74-4b1c-b069-8bbb6fe677b2,4.5679,0,0,0,0,0,0,0,3,280.77,690,0
4b4d329f-2f8c-43d6-aa25-78249a81b423,6.6521,1,1,0,0,0,0,0,5,276.51,630,0
92ba5e52-140d-4acb-a012-549814471347,9.1512,0,1,0,0,1,0,0,3,138.81,431,0
ca08f83d-6519-4bc6-8a5b-1282a0ad1d22,5.3647,0,1,0,0,0,0,1,2,161.58,199,0
9be9ad30-6b7e-4e40-8f90-f455bde50e87,3.1573,1,0,0,0,0,0,0,5,291.44,344,0
8e39a756-e879-4097-a499-cf4f5d4b8a7a,5.9372,0,1,0,0,0,0,0,1,41.82,189,0
05954e05-43f3-4e0b-bf56-1868e9cf371a,5.21,0,0,0,0,0,1,0,6,355.99,385,0
267ed2be-44ba-49de-bfc3-4ea533f7b5af,3.1666,1,1,1,0,0,0,0,4,303.44,291,0
6e684da4-bd5c-48ea-8d1d-44e3afb7d852,5.105,1,1,0,0,0,0,0,4,316.99,614,0
1cb8b017-428a-4b5c-9e67-8e69f3db968e,5.0387,0,0,0,0,0,0,0,3,220.41,446,0
fee2e2e6-76f0-4841-a551-483dcb64858d,2.8471,1,0,0,0,0,0,0,1,57.34,360,0
0fe979c2-c420-4192-859f-76e9a0e7ec41,1.9496,0,0,0,0,0,1,0,5,433.6,68,0
2e126737-a22c-4fde-bcad-341be1295410,4.7387,1,0,0,0,0,0,0,2,131.38,494,1
d680436c-df57-4681-95bb-5e9ca575fc9f,1.2071,0,1,1,0,0,0,0,2,149.53,386,0
9a65da06-fec0-4570-9ec9-cd671fc61077,0.968,0,0,0,0,0,0,0,3,326.08,470,0
0e7e65da-0348-4f5e-b695-627be5084356,3.785,0,1,0,1,0,0,0,1,77.6,380,0
eb347976-2a4c-4e15-82d8-b0825ea3b9e2,4.6486,0,0,1,0,0,0,0,3,162.92,177,0
fd4ea484-1ea1-4967-894b-688f93f3f9f1,3.7643,0,1,0,0,0,0,0,5,553.91,527,0
2a93d61c-62e1-4d16-aa32-d7b036952b36,4.0682,1,1,0,1,0,1,0,6,560.58,29,0
94fa8e8e-3186-4d1b-b9f8-dd15c44cab4d,4.5933,0,0,1,0,0,0,0,4,165.04,582,0
513af535-0689-40cd-b3f5-9a1c5889d072,7.9029,1,0,0,0,0,0,0,5,509.38,308,0
4cb3ccb1-992a-4afc-ba3a-97e56026a6e3,5.4286,0,0,0,0,0,0,0,3,156.41,385,0
a6a445c1-179f-4b08-9b7c-085ad589c55b,5.3162,0,1,1,0,0,0,0,7,753.53,680,1
c72fb77d-7f1f-4dee-bc4a-1a6b471b525a,3.5744,1,0,1,0,0,0,0,4,474.67,416,0
cdb68a61-4b70-4498-956e-ddcf6301cc92,3.6731,0,0,1,0,1,0,0,1,109.14,204,0
c13dd933-73ef-41ac-ad7a-9a03e97306d0,2.6701,0,0,0,0,0,1,0,5,596.1,347,0
03ce29cd-e436-48f8-af9a-d3f7575ab46b,3.982,1,1,1,0,0,0,0,3,289.07,610,0
faa89f0a-89f6-4c85-b6c3-78aaf01ea941,1.1512,0,1,0,0,0,1,0,2,118.58,289,0
5058715f-c058-44db-b366-1f9263a5527b,7.9273,1,0,1,0,0,0,0,4,220.95,185,0
54b9b450-ab50-4802-a485-1f9354eb0b62,1.4662,0,1,0,0,0,0,0,3,291.04,443,0
a8bd4aa2-d8b4-41ec-858b-0e75cc754319,5.4211,1,1,0,1,0,0,0,1,54.08,90,0
883a2855-9ef2-47d0-afbe-a8140eab176b,7.2691,0,0,0,0,0,0,0,5,329.92,165,0
ee8d459b-4fc6-4098-84c3-1d600ac469b7,5.4122,0,0,1,0,0,0,0,4,292.57,274,0
896f76e1-7627-4cf9-839d-aaa2eabb7f93,10.0,1,1,1,0,0,0,0,9,737.53,532,0
1657ac8b-9803-4678-b00c-7b5688ee345a,0.3374,0,0,0,0,0,0,0,3,242.47,640,0
d414ec58-8736-4b47-9a3d-f23ff5cb8a8b,2.0571,1,1,0,0,0,0,0,1,61.89,416,0
299d67d9-db8c-4984-acc0-1f37d463212d,7.188,1,1,0,0,0,1,1,5,491.94,196,0
eaec1de2-ba69-4252-85ec-ab6df13e052f,0.9301,1,0,0,1,0,0,0,4,471.03,326,0
6ff82936-0031-428e-8618-ed38a49cc3ef,1.5071,0,1,0,0,0,0,0,2,228.64,48,0
45aeb577-c9b0-4de0-bd82-42c85b62c938,4.3904,0,0,0,0,0,0,0,3,151.64,116,0
40076767-8791-4fca-b1ca-b52210ef4743,3.1281,1,1,0,0,0,0,0,4,449.12,558,0
f09a8641-c024-40dc-a3bf-ca863b5083b5,4.1991,1,0,0,0,0,0,0,2,100.2,660,0
4a3e45a1-7881-4995-bd8a-bd50aa908229,3.3328,0,0,0,0,0,0,0,1,55.17,364,0
fb3d30c0-9a99-4aa8-ace6-14947c309bd1,3.5648,0,0,0,1,0,0,0,3,156.1,531,0
2e47b934-290d-420d-bdcc-fd2b68413818,1.6424,0,1,0,0,0,0,0,4,183.93,237,0
07e4faa5-ee1c-4288-b209-52e680cdd00f,3.4809,1,1,0,0,0,0,0,1,94.68,543,0
9e6fe16d-b0a9-490d-856a-148b646c28d1,2.1749,1,0,0,0,0,0,0,2,115.49,217,0
58f6385d-0d6e-4a4b-84cd-70d28a4cb81f,2.4237,1,0,0,0,0,0,0,4,257.96,488,0
50777880-8852-41e0-840b-89f94aad8789,5.37,0,0,0,0,0,0,0,2,149.84,273,0
fb1701d8-c148-4030-ae52-c4b4383ff890,0.8832,1,1,0,0,0,0,0,2,170.54,650,0
1a759618-575d-4640-b31c-f55f6b7e554b,0.1884,0,1,0,0,0,0,0,2,119.57,90,0
fdbb852a-990f-4bac-9c77-90628d0caea6,5.1003,1,1,0,0,0,0,0,4,180.11,508,1
16a82f2e-fe50-46f5-a191-70e197b22d33,3.4835,1,1,0,1,0,0,1,7,395.49,218,1
f185beef-86a4-44c4-8812-b7e1564e3b3e,7.2638,1,0,0,0,0,0,0,6,530.22,523,0
37f36ebc-aa8c-4fdd-bcbf-24cc8861f90e,1.5437,0,0,0,0,0,0,0,3,137.46,156,0
ffa3ade5-96f2-403f-abd5-907ad7f55068,2.7778,0,1,0,0,0,0,0,3,337.67,480,0
010809d4-7510-46a7-a1f9-0ac24c51e75b,3.2192,1,0,0,0,0,0,0,8,935.37,673,0
5d240618-f7ad-4fff-b9a8-b7d88a328310,1.8199,1,1,1,0,0,0,0,7,502.19,678,0
7ee6a769-9913-4986-86d1-691b06a088e6,1.3733,0,0,0,0,1,0,0,5,325.99,309,0
e0cec303-0359-4a14-a205-ec7170cb3e32,5.2816,0,1,1,0,1,0,0,4,191.06,518,0
763b2a25-ca10-4ca5-9fe0-acc376cb5860,0.798,0,0,1,0,0,0,0,3,252.15,601,0
a2ad1bd3-89d3-4757-b3a6-1fefddcff9bd,1.1735,0,0,0,0,0,0,0,2,231.98,494,0
15dded1e-660d-4294-ac33-3b87233e4733,2.7056,0,0,0,0,0,0,0,2,98.47,680,0
32153305-9ea9-4563-a93f-6db73ef93447,5.7155,1,1,0,0,0,0,0,1,40.74,285,0
a4185f51-ad59-41a1-affd-1aa000f2f77d,1.9225,0,0,0,0,0,0,0,2,103.61,252,0
48590b01-d243-4948-8ff5-09056c3bae9d,1.722,0,0,0,0,0,0,0,6,450.85,164,0
c6e87960-f7f3-492c-8c57-c35e510716e4,2.5814,1,0,0,0,0,0,0,1,67.31,726,0
f8840d00-b98e-4b34-88ea-ffde10f5c3bf,3.9221,0,0,1,0,0,0,1,3,141.6,298,0
056e58d4-6abd-44cd-b893-ba7590d3a167,2.2719,1,1,0,0,0,0,0,5,555.8,85,0
c1e956f3-16cd-43b3-adb9-63281bf9f346,6.2261,0,1,0,0,0,0,0,2,211.33,95,0
0d9363a7-4186-4b0c-8771-3b768c3faf9c,6.407,1,1,0,1,0,0,0,1,64.87,670,0
7ca42c81-11c0-4bc7-a3b3-b4f96ee123f9,2.7055,0,0,1,0,0,0,0,6,716.65,180,0
e961bed8-e8b3-47ab-9216-19cfae2c33a9,10.0,1,0,0,0,1,0,0,2,111.14,283,0
63a4e47a-80f9-4a8e-983d-e85057c34707,3.1641,1,0,0,0,0,0,0,2,92.38,651,0
26cf1314-82ee-4ba7-97ad-b799038622d5,6.2603,1,1,0,0,0,1,1,2,173.76,347,0
7f391ada-08c4-490b-afe4-4425953459c9,3.8425,1,0,0,0,0,0,0,1,119.65,513,0
15b826d2-06a5-4012-acce-83a9ae258df6,3.7902,1,0,0,0,0,1,0,3,226.63,25,0
ca2a060a-aa1f-43c5-9b47-2fcd69553950,0.6148,0,0,0,0,0,0,0,6,695.94,390,0
0d1a2f03-f0d2-482c-9581-a5a52a37ab14,1.0805,0,0,0,1,0,0,0,2,211.06,388,0
dbea6814-9200-42e7-b48b-6e0bd4368485,2.369,0,0,0,0,0,0,0,5,475.41,118,0
4da01a50-2920-4fa7-a1e6-9d4239879d05,6.3739,1,1,0,0,0,0,0,1,110.58,6,1
c060ffbb-f2cf-4878-a9cf-3bb8f7206efc,3.8827,1,0,1,0,0,0,0,3,326.74,51,0
f9e02ab7-630e-4601-82b4-a50a6259d530,2.3865,0,1,0,0,0,0,0,3,160.51,408,0
172f7262-d648-4fc7-9d05-3cd229c2ad7e,4.6811,1,0,1,0,0,0,0,2,181.24,700,0
b64d857b-3237-4193-97cb-247c3b749198,6.2134,0,0,1,0,0,0,0,2,184.58,474,0
bf2aa07b-d039-4968-8701-034631941c94,3.0148,0,1,0,0,0,0,0,3,234.0,348,0
3fac9fa5-1ac7-404d-a1ee-fb13b0f067e7,3.5488,0,0,0,1,0,0,0,5,311.23,229,0
4b4f2f5c-6354-4ef6-9dce-b5479ed3a6a3,3.2177,0,0,0,0,0,0,0,5,344.43,620,0
b287c9c9-6107-4ee2-882f-7e6320d81920,2.87,0,0,0,0,0,0,0,4,203.42,322,0
